,state,district_name,candidate_name,candidate_incumbant,candidate_winner,candidate_party,candidate_votes,candidate_pct,distrcit_pct_reporting,race
349,Idaho,District 1,Write-ins,False,False,N/A,0,0.0,99.0,house
350,Idaho,District 2,Mike Simpson,True,True,Republican,172444,63.6,99.0,house
351,Idaho,District 2,Wendy Norman,False,False,Democrat,98734,36.4,99.0,house
352,Idaho,District 2,Write-ins,False,False,N/A,0,0.0,99.0,house
353,Illinois,District 1,Jonathan Jackson,False,True,Democrat,145938,65.5,79.0,house
354,Illinois,District 1,Eric Carlson,False,False,Republican,76832,34.5,79.0,house
355,Illinois,District 1,Write-ins,False,False,N/A,155,0.1,79.0,house
356,Illinois,District 2,Robin Kelly,True,True,Democrat,134995,66.5,79.0,house
357,Illinois,District 2,Thomas Lynch,False,False,Republican,68114,33.5,79.0,house
358,Illinois,District 2,Write-ins,False,False,N/A,0,0.0,79.0,house
359,Illinois,District 3,Delia Ramirez,False,True,Democrat,110288,66.9,72.0,house
360,Illinois,District 3,Justin Burau,False,False,Republican,54675,33.1,72.0,house
361,Illinois,District 3,Write-ins,False,False,N/A,0,0.0,72.0,house
362,Illinois,District 4,"Jesus ""Chuy"" Garcia",True,True,Democrat,86487,67.8,69.0,house
363,Illinois,District 4,James Falakos,False,False,Republican,36639,28.7,69.0,house
364,Illinois,District 4,Edward Hershey,False,False,Working Class Party,4352,3.4,69.0,house
365,Illinois,District 4,Write-ins,False,False,N/A,0,0.0,69.0,house
366,Illinois,District 5,Mike Quigley,True,True,Democrat,169647,67.8,81.0,house
367,Illinois,District 5,Tommy Hanson,False,False,Republican,76614,30.6,81.0,house
368,Illinois,District 5,Jerico Cruz,False,False,Independent,4076,1.6,81.0,house
369,Illinois,District 5,Write-ins,False,False,N/A,0,0.0,81.0,house
370,Illinois,District 6,Sean Casten,True,True,Democrat,147293,54.0,87.0,house
371,Illinois,District 6,Keith Pekau,False,False,Republican,125289,46.0,87.0,house
372,Illinois,District 6,Write-ins,False,False,N/A,0,0.0,87.0,house
373,Illinois,District 7,Danny Davis,True,True,Democrat,151607,100.0,68.0,house
374,Illinois,District 7,Write-ins,False,False,N/A,0,0.0,68.0,house
375,Illinois,District 8,Raja Krishnamoorthi,True,True,Democrat,115775,56.6,79.0,house
376,Illinois,District 8,Chris Dargis,False,False,Republican,88735,43.4,79.0,house
377,Illinois,District 8,Write-ins,False,False,N/A,0,0.0,79.0,house
378,Illinois,District 9,Janice Schakowsky,True,True,Democrat,165250,70.7,80.0,house
379,Illinois,District 9,Maxwell Rice,False,False,Republican,68598,29.3,80.0,house
380,Illinois,District 9,Write-ins,False,False,N/A,0,0.0,80.0,house
381,Illinois,District 10,Brad Schneider,True,True,Democrat,143776,62.2,85.0,house
382,Illinois,District 10,Joseph Severino,False,False,Republican,87366,37.8,85.0,house
383,Illinois,District 10,Write-ins,False,False,N/A,0,0.0,85.0,house
384,Illinois,District 11,Bill Foster,True,True,Democrat,144225,56.0,87.0,house
385,Illinois,District 11,Catalina Lauf,False,False,Republican,113280,44.0,87.0,house
386,Illinois,District 11,Write-ins,False,False,N/A,32,0.1,87.0,house
387,Illinois,District 12,Mike Bost,True,True,Republican,173049,76.6,77.0,house
388,Illinois,District 12,Chip Markel,False,False,Democrat,52935,23.4,77.0,house
389,Illinois,District 12,Write-ins,False,False,N/A,59,0.1,77.0,house
390,Illinois,District 13,"Nikki Budzinski
FLIP",False,True,Democrat,129243,54.7,83.0,house
391,Illinois,District 13,Regan Deering,False,False,Republican,106853,45.2,83.0,house
392,Illinois,District 13,Write-ins,False,False,N/A,152,0.1,83.0,house
393,Illinois,District 14,Lauren Underwood,True,True,Democrat,127372,54.1,85.0,house
394,Illinois,District 14,Scott Gryder,False,False,Republican,108010,45.8,85.0,house
395,Illinois,District 14,Write-ins,False,False,N/A,191,0.1,85.0,house
396,Illinois,District 15,Mary Miller,True,True,Republican,198951,71.0,92.0,house
397,Illinois,District 15,Paul Lange,False,False,Democrat,81288,29.0,92.0,house
398,Illinois,District 15,Write-ins,False,False,N/A,1,0.1,92.0,house
399,Illinois,District 16,Darin LaHood,True,True,Republican,194166,66.5,95.0,house
400,Illinois,District 16,Elizabeth Haderlein,False,False,Democrat,97679,33.5,95.0,house
401,Illinois,District 16,Write-ins,False,False,N/A,0,0.0,95.0,house
402,Illinois,District 17,Eric Sorensen,False,True,Democrat,119450,51.8,88.0,house
403,Illinois,District 17,Esther Joy King,False,False,Republican,111217,48.2,88.0,house
404,Illinois,District 17,Write-ins,False,False,N/A,92,0.1,88.0,house
405,Indiana,District 1,Frank Mrvan,True,True,Democrat,112539,52.8,99.0,house
406,Indiana,District 1,Jennifer-Ruth Green,False,False,Republican,100486,47.1,99.0,house
407,Indiana,District 1,Write-ins,False,False,N/A,98,0.1,99.0,house
408,Indiana,District 2,Rudy Yakym,False,True,Republican,120281,64.3,96.0,house
409,Indiana,District 2,Paul Steury,False,False,Democrat,61057,32.7,96.0,house
410,Indiana,District 2,William Henry,False,False,Libertarian,5612,3.0,96.0,house
411,Indiana,District 2,Write-ins,False,False,N/A,2,0.1,96.0,house
412,Indiana,District 3,Jim Banks,True,True,Republican,131252,65.3,99.0,house
413,Indiana,District 3,Gary Snyder,False,False,Democrat,60312,30.0,99.0,house
414,Indiana,District 3,Nathan Gotsch,False,False,Independent,9354,4.7,99.0,house
415,Indiana,District 4,Jim Baird,True,True,Republican,134442,68.2,99.0,house
416,Indiana,District 4,Roger Day,False,False,Democrat,62668,31.8,99.0,house
417,Indiana,District 5,Victoria Spartz,True,True,Republican,146496,61.1,98.0,house
418,Indiana,District 5,Jeannine Lake,False,False,Democrat,93373,38.9,98.0,house
419,Indiana,District 6,Greg Pence,True,True,Republican,130482,67.5,99.0,house
420,Indiana,District 6,Cynthia Wirth,False,False,Democrat,62743,32.5,99.0,house
421,Indiana,District 7,Andre Carson,True,True,Democrat,116870,66.9,97.0,house
422,Indiana,District 7,Angela Grabovsky,False,False,Republican,53487,30.6,97.0,house
423,Indiana,District 7,Gavin Maple,False,False,Libertarian,4227,2.4,97.0,house
424,Indiana,District 8,Larry Bucshon,True,True,Republican,138514,65.5,98.0,house
425,Indiana,District 8,Ray McCormick,False,False,Democrat,67111,31.7,98.0,house
426,Indiana,District 8,Andrew Horning,False,False,Libertarian,5825,2.8,98.0,house
427,Indiana,District 9,Erin Houchin,False,True,Republican,138765,62.9,98.0,house
428,Indiana,District 9,Matthew Fyfe,False,False,Democrat,75631,34.3,98.0,house
429,Indiana,District 9,Tonya Millis,False,False,Libertarian,6371,2.9,98.0,house
430,Indiana,District 9,Write-ins,False,False,N/A,8,0.1,98.0,house
431,Iowa,District 1,Mariannette Miller-Meeks,True,True,Republican,162738,53.4,99.0,house
432,Iowa,District 1,Christina Bohannan,False,False,Democrat,141838,46.5,99.0,house
433,Iowa,District 1,Write-ins,False,False,N/A,259,0.1,99.0,house
434,Iowa,District 2,Ashley Hinson,True,True,Republican,172145,54.1,99.0,house
435,Iowa,District 2,Liz Mathis,False,False,Democrat,145879,45.8,99.0,house
436,Iowa,District 2,Write-ins,False,False,N/A,276,0.1,99.0,house
437,Iowa,District 3,"Zach Nunn
FLIP",False,True,Republican,156253,50.3,99.0,house
438,Iowa,District 3,Cindy Axne,True,False,Democrat,154104,49.6,99.0,house
439,Iowa,District 3,Write-ins,False,False,N/A,534,0.2,99.0,house
440,Iowa,District 4,Randy Feenstra,True,True,Republican,186403,67.3,99.0,house
441,Iowa,District 4,Ryan Melton,False,False,Democrat,84174,30.4,99.0,house
442,Iowa,District 4,Bryan Jack Holder,False,False,Other,6033,2.2,99.0,house
443,Iowa,District 4,Write-ins,False,False,N/A,276,0.1,99.0,house
444,Kansas,District 1,Tracey Mann,True,True,Republican,159054,67.8,99.0,house
445,Kansas,District 1,Jimmy Beard,False,False,Democrat,75533,32.2,99.0,house
446,Kansas,District 1,Write-ins,False,False,N/A,20,0.1,99.0,house
447,Kansas,District 2,Jake LaTurner,True,True,Republican,132764,57.6,99.0,house
448,Kansas,District 2,Patrick Schmidt,False,False,Democrat,97578,42.4,99.0,house
449,Kansas,District 2,Write-ins,False,False,N/A,52,0.1,99.0,house
450,Kansas,District 3,Sharice Davids,True,True,Democrat,163103,54.9,99.0,house
451,Kansas,District 3,Amanda Adkins,False,False,Republican,127116,42.8,99.0,house
452,Kansas,District 3,Steven Hohe,False,False,Libertarian,6800,2.3,99.0,house
453,Kansas,District 3,Write-ins,False,False,N/A,3,0.1,99.0,house
454,Kansas,District 4,Ron Estes,True,True,Republican,142860,63.5,99.0,house
455,Kansas,District 4,Bob Hernandez,False,False,Democrat,82135,36.5,99.0,house
456,Kansas,District 4,Write-ins,False,False,N/A,15,0.1,99.0,house
457,Kentucky,District 1,James Comer,True,True,Republican,184103,74.9,99.0,house
458,Kentucky,District 1,Jimmy Ausbrooks,False,False,Democrat,61693,25.1,99.0,house
459,Kentucky,District 2,Brett Guthrie,True,True,Republican,170486,71.9,99.0,house
460,Kentucky,District 2,Hank Linderman,False,False,Democrat,66767,28.1,99.0,house
461,Kentucky,District 3,Morgan McGarvey,False,True,Democrat,160853,61.9,99.0,house
462,Kentucky,District 3,Stuart Ray,False,False,Republican,98622,38.0,99.0,house
463,Kentucky,District 3,Write-ins,False,False,N/A,269,0.1,99.0,house
464,Kentucky,District 4,Thomas Massie,True,True,Republican,167541,65.0,99.0,house
465,Kentucky,District 4,Matthew Lehman,False,False,Democrat,79977,31.0,99.0,house
466,Kentucky,District 4,Ethan Osborne,False,False,Independent,10111,3.9,99.0,house
467,Kentucky,District 5,Hal Rogers,True,True,Republican,175903,82.2,99.0,house
468,Kentucky,District 5,Conor Halbleib,False,False,Democrat,38174,17.8,99.0,house
469,Kentucky,District 6,Andy Barr,True,True,Republican,154760,64.8,99.0,house
470,Kentucky,District 6,Geoff Young,False,False,Democrat,83005,34.8,99.0,house
471,Kentucky,District 6,Write-ins,False,False,N/A,966,0.4,99.0,house
472,Louisiana,District 1,Steve Scalise,True,True,Republican,177639,72.8,99.0,house
473,Louisiana,District 1,Katie Darling,False,False,Democrat,61454,25.2,99.0,house
474,Louisiana,District 1,Howard Kearney,False,False,Libertarian,4906,2.0,99.0,house
475,Louisiana,District 2,Troy Carter,True,True,Democrat,158084,77.1,99.0,house
476,Louisiana,District 2,Dan Lux,False,False,Republican,46922,22.9,99.0,house
477,Louisiana,District 3,Clay Higgins,True,True,Republican,144102,64.4,99.0,house
478,Louisiana,District 3,Holden Hoggatt,False,False,Republican,24445,10.9,99.0,house
479,Louisiana,District 3,Lessie LeBlanc,False,False,Democrat,23492,10.5,99.0,house
480,Louisiana,District 3,Tia LeBrun,False,False,Democrat,21019,9.4,99.0,house
481,Louisiana,District 3,Thomas Payne,False,False,Republican,4006,1.8,99.0,house
482,Louisiana,District 3,Gloria Wiggins,False,False,Independent,3229,1.4,99.0,house
483,Louisiana,District 3,Jake Shaheen,False,False,Republican,1948,0.9,99.0,house
484,Louisiana,District 3,Guy McLendon,False,False,Libertarian,1617,0.7,99.0,house
485,Louisiana,District 4,Mike Johnson,True,True,Republican,0,0.0,0.0,house
486,Louisiana,District 5,Julia Letlow,True,True,Republican,151076,67.6,99.0,house
487,Louisiana,District 5,Omar Dantzler,False,False,Democrat,35147,15.7,99.0,house
488,Louisiana,District 5,Walter Earl Huff,False,False,Democrat,19381,8.7,99.0,house
489,Louisiana,District 5,Allen Guillory,False,False,Republican,12159,5.4,99.0,house
490,Louisiana,District 5,Hunter Pullen,False,False,Republican,5782,2.6,99.0,house
491,Louisiana,District 6,Garret Graves,True,True,Republican,189660,80.4,99.0,house
492,Louisiana,District 6,Rufus Craig,False,False,Libertarian,30703,13.0,99.0,house
493,Louisiana,District 6,Brian Belzer,False,False,Republican,15532,6.6,99.0,house
494,Maine,District 1,Chellie Pingree,True,True,Democrat,212991,62.6,97.0,house
495,Maine,District 1,Ed Thelander,False,False,Republican,126481,37.2,97.0,house
496,Maine,District 1,Write-ins,False,False,N/A,611,0.2,97.0,house
497,Maine,District 2,Jared Golden,True,False,Democrat,138205,49.2,88.0,house
498,Maine,District 2,Bruce Poliquin,False,False,Republican,123250,43.9,88.0,house
499,Maine,District 2,Tiffany Bond,False,False,Independent,19378,6.9,88.0,house
500,Maryland,District 1,Andy Harris,True,True,Republican,152087,56.2,93.0,house
501,Maryland,District 1,Heather Mizeur,False,False,Democrat,111951,41.4,93.0,house
502,Maryland,District 1,Daniel Thibeault,False,False,Libertarian,6416,2.4,93.0,house
503,Maryland,District 1,Write-ins,False,False,N/A,106,0.1,93.0,house
504,Maryland,District 2,Dutch Ruppersberger,True,True,Democrat,128600,56.3,91.0,house
505,Maryland,District 2,Nicolee Ambrose,False,False,Republican,99748,43.7,91.0,house
506,Maryland,District 2,Write-ins,False,False,N/A,63,0.1,91.0,house
507,Maryland,District 3,John Sarbanes,True,True,Democrat,140834,57.6,92.0,house
508,Maryland,District 3,Yuripzy Morgan,False,False,Republican,103380,42.3,92.0,house
509,Maryland,District 3,Write-ins,False,False,N/A,232,0.1,92.0,house
510,Maryland,District 4,Glenn Ivey,False,True,Democrat,121212,89.9,90.0,house
511,Maryland,District 4,Jeff Warner,False,False,Republican,13677,10.1,90.0,house
512,Maryland,District 4,Write-ins,False,False,N/A,10,0.1,90.0,house
513,Maryland,District 5,Steny Hoyer,True,True,Democrat,152610,63.7,92.0,house
514,Maryland,District 5,Chris Palombi,False,False,Republican,86821,36.2,92.0,house
515,Maryland,District 5,Write-ins,False,False,N/A,167,0.1,92.0,house
516,Maryland,District 6,David Trone,True,True,Democrat,124345,52.9,97.0,house
517,Maryland,District 6,Neil Parrott,False,False,Republican,110735,47.1,97.0,house
518,Maryland,District 6,Write-ins,False,False,N/A,30,0.1,97.0,house
519,Maryland,District 7,Kweisi Mfume,True,True,Democrat,132743,81.5,88.0,house
520,Maryland,District 7,Scott Collier,False,False,Republican,30074,18.5,88.0,house
521,Maryland,District 7,Write-ins,False,False,N/A,78,0.1,88.0,house
522,Maryland,District 8,Jamie Raskin,True,True,Democrat,178933,79.1,90.0,house
523,Maryland,District 8,Gregory Coll,False,False,Republican,43685,19.3,90.0,house
524,Maryland,District 8,Andres Garcia,False,False,Libertarian,3574,1.6,90.0,house
525,Maryland,District 8,Write-ins,False,False,N/A,0,0.0,90.0,house
526,Massachusetts,District 1,Richard Neal,True,True,Democrat,116485,61.6,64.0,house
527,Massachusetts,District 1,Dean Martilli,False,False,Republican,72398,38.3,64.0,house
528,Massachusetts,District 1,Write-ins,False,False,N/A,357,0.2,64.0,house
529,Massachusetts,District 2,Jim McGovern,True,True,Democrat,156442,66.7,78.0,house
530,Massachusetts,District 2,Jeffrey Sossa-Paquette,False,False,Republican,77823,33.2,78.0,house
531,Massachusetts,District 2,Write-ins,False,False,N/A,344,0.1,78.0,house
532,Massachusetts,District 3,Lori Trahan,True,True,Democrat,119970,62.9,68.0,house
533,Massachusetts,District 3,Dean Tran,False,False,Republican,70516,37.0,68.0,house
534,Massachusetts,District 3,Write-ins,False,False,N/A,189,0.1,68.0,house
535,Massachusetts,District 4,Jake Auchincloss,True,True,Democrat,176434,96.7,63.0,house
536,Massachusetts,District 4,Write-ins,False,False,N/A,6083,3.3,63.0,house
537,Massachusetts,District 5,Katherine Clark,True,True,Democrat,175524,74.5,78.0,house
538,Massachusetts,District 5,Caroline Colarusso,False,False,Republican,59603,25.3,78.0,house
539,Massachusetts,District 5,Write-ins,False,False,N/A,570,0.2,78.0,house
540,Massachusetts,District 6,Seth Moulton,True,True,Democrat,159968,62.8,74.0,house
541,Massachusetts,District 6,Robert May,False,False,Republican,89387,35.1,74.0,house
542,Massachusetts,District 6,Mark Tashjian,False,False,Libertarian,5131,2.0,74.0,house
543,Massachusetts,District 6,Write-ins,False,False,N/A,198,0.1,74.0,house
544,Massachusetts,District 7,Ayanna Pressley,True,True,Democrat,52302,85.1,26.0,house
545,Massachusetts,District 7,Donnie Palmer,False,False,Republican,8976,14.6,26.0,house
546,Massachusetts,District 7,Write-ins,False,False,N/A,203,0.3,26.0,house
547,Massachusetts,District 8,Stephen Lynch,True,True,Democrat,153206,69.2,71.0,house
548,Massachusetts,District 8,Robert Burke,False,False,Republican,67741,30.6,71.0,house
549,Massachusetts,District 8,Write-ins,False,False,N/A,410,0.2,71.0,house
550,Massachusetts,District 9,Bill Keating,True,True,Democrat,152711,59.0,74.0,house
551,Massachusetts,District 9,Jesse Brown,False,False,Republican,105963,40.9,74.0,house
552,Massachusetts,District 9,Write-ins,False,False,N/A,132,0.1,74.0,house
553,Michigan,District 1,Jack Bergman,True,True,Republican,231657,59.9,99.0,house
554,Michigan,District 1,Bob Lorinser,False,False,Democrat,144952,37.5,99.0,house
555,Michigan,District 1,Liz Hakola,False,False,Working Class Party,5480,1.4,99.0,house
556,Michigan,District 1,Andrew Gale,False,False,Libertarian,4569,1.2,99.0,house
557,Michigan,District 1,Write-ins,False,False,N/A,119,0.1,99.0,house
558,Michigan,District 2,John Moolenaar,True,True,Republican,215096,63.7,99.0,house
559,Michigan,District 2,Jerry Hilliard,False,False,Democrat,115732,34.3,99.0,house
560,Michigan,District 2,Nathan Hewer,False,False,Libertarian,6818,2.0,99.0,house
561,Michigan,District 2,Write-ins,False,False,N/A,88,0.1,99.0,house
562,Michigan,District 3,"Hillary Scholten
FLIP",False,True,Democrat,186109,54.8,99.0,house
563,Michigan,District 3,John Gibbs,False,False,Republican,142321,41.9,99.0,house
564,Michigan,District 3,Jamie Lewis,False,False,Libertarian,6718,2.0,99.0,house
565,Michigan,District 3,Louis Palus,False,False,Working Class Party,4192,1.2,99.0,house
566,Michigan,District 3,Write-ins,False,False,N/A,71,0.1,99.0,house
567,Michigan,District 4,Bill Huizenga,True,True,Republican,184323,54.6,99.0,house
568,Michigan,District 4,Joseph Alfonso,False,False,Democrat,142510,42.2,99.0,house
569,Michigan,District 4,Lorence Wenke,False,False,Libertarian,8474,2.5,99.0,house
570,Michigan,District 4,Curtis Clark,False,False,U.S. Taxpayers Party,2221,0.7,99.0,house
571,Michigan,District 4,Write-ins,False,False,N/A,94,0.1,99.0,house
572,Michigan,District 5,Tim Walberg,True,True,Republican,196178,61.4,99.0,house
573,Michigan,District 5,Bart Goldberg,False,False,Democrat,109429,34.2,99.0,house
574,Michigan,District 5,Ezra Scott,False,False,U.S. Taxpayers Party,8734,2.7,99.0,house
575,Michigan,District 5,Norm Peterson,False,False,Libertarian,5080,1.6,99.0,house
576,Michigan,District 5,Write-ins,False,False,N/A,135,0.1,99.0,house
577,Michigan,District 6,Debbie Dingell,True,True,Democrat,241763,65.9,99.0,house
578,Michigan,District 6,Whittney Williams,False,False,Republican,125168,34.1,99.0,house
579,Michigan,District 6,Write-ins,False,False,N/A,26,0.1,99.0,house
580,Michigan,District 7,Elissa Slotkin,True,True,Democrat,192828,51.7,99.0,house
581,Michigan,District 7,Tom Barrett,False,False,Republican,172619,46.3,99.0,house
582,Michigan,District 7,Leah Dailey,False,False,Libertarian,7276,2.0,99.0,house
583,Michigan,District 7,Write-ins,False,False,N/A,56,0.1,99.0,house
584,Michigan,District 8,Daniel Kildee,True,True,Democrat,178277,53.1,98.0,house
585,Michigan,District 8,Paul Junge,False,False,Republican,143815,42.8,98.0,house
586,Michigan,District 8,Kathy Goodwin,False,False,Working Class Party,9088,2.7,98.0,house
587,Michigan,District 8,David Canny,False,False,Libertarian,4598,1.4,98.0,house
588,Michigan,District 8,Write-ins,False,False,N/A,107,0.1,98.0,house
589,Michigan,District 9,Lisa McClain,True,True,Republican,238289,63.9,99.0,house
590,Michigan,District 9,Brian Jaye,False,False,Democrat,123692,33.2,99.0,house
591,Michigan,District 9,Jim Walkowicz,False,False,Working Class Party,6570,1.8,99.0,house
592,Michigan,District 9,Jake Kelts,False,False,Libertarian,4349,1.2,99.0,house
593,Michigan,District 9,Write-ins,False,False,N/A,34,0.1,99.0,house
594,Michigan,District 10,"John James
FLIP",False,True,Republican,159203,48.8,99.0,house
595,Michigan,District 10,Carl Marlinga,False,False,Democrat,157602,48.3,99.0,house
596,Michigan,District 10,Andrea Kirby,False,False,Working Class Party,5905,1.8,99.0,house
597,Michigan,District 10,Mike Saliba,False,False,Libertarian,3524,1.1,99.0,house
598,Michigan,District 10,Write-ins,False,False,N/A,16,0.1,99.0,house
599,Michigan,District 11,Haley Stevens,True,True,Democrat,224080,61.3,99.0,house
600,Michigan,District 11,Mark Ambrose,False,False,Republican,141312,38.7,99.0,house
601,Michigan,District 11,Write-ins,False,False,N/A,397,0.1,99.0,house
602,Michigan,District 12,Rashida Tlaib,True,True,Democrat,196601,70.8,91.0,house
603,Michigan,District 12,Steven Elliott,False,False,Republican,72889,26.3,91.0,house
604,Michigan,District 12,Gary Walkowicz,False,False,Working Class Party,8046,2.9,91.0,house
605,Michigan,District 12,Write-ins,False,False,N/A,49,0.1,91.0,house
606,Michigan,District 13,Shri Thanedar,False,True,Democrat,166203,71.1,87.0,house
607,Michigan,District 13,Martell Bivings,False,False,Republican,56111,24.0,87.0,house
608,Michigan,District 13,Simone Coleman,False,False,Working Class Party,8811,3.8,87.0,house
609,Michigan,District 13,Chris Dardzinski,False,False,U.S. Taxpayers Party,2763,1.2,87.0,house
610,Michigan,District 13,Write-ins,False,False,N/A,663,0.3,87.0,house
611,Minnesota,District 1,Brad Finstad,True,True,Republican,159675,53.8,97.0,house
612,Minnesota,District 1,Jeff Ettinger,False,False,Democrat,125581,42.3,97.0,house
613,Minnesota,District 1,Richard Reisdorf,False,False,Legal Marijuana Now,6392,2.2,97.0,house
614,Minnesota,District 1,Brian Abrahamson,False,False,Grass Roots Party,4946,1.7,97.0,house
615,Minnesota,District 1,Write-ins,False,False,N/A,52,0.1,97.0,house
616,Minnesota,District 2,Angie Craig,True,True,Democrat,165580,50.9,97.0,house
617,Minnesota,District 2,Tyler Kistner,False,False,Republican,148577,45.6,97.0,house
618,Minnesota,District 2,Paula Overby,False,False,Legal Marijuana Now,10728,3.3,97.0,house
619,Minnesota,District 2,Write-ins,False,False,N/A,585,0.2,97.0,house
620,Minnesota,District 3,Dean Phillips,True,True,Democrat,198882,59.6,96.0,house
621,Minnesota,District 3,Tom Weiler,False,False,Republican,134795,40.4,96.0,house
622,Minnesota,District 3,Write-ins,False,False,N/A,241,0.1,96.0,house
623,Minnesota,District 4,Betty McCollum,True,True,Democrat,200052,67.7,95.0,house
624,Minnesota,District 4,May Lor Xiong,False,False,Republican,95491,32.3,95.0,house
625,Minnesota,District 4,Write-ins,False,False,N/A,67,0.1,95.0,house
626,Minnesota,District 5,Ilhan Omar,True,True,Democrat,214217,75.1,92.0,house
627,Minnesota,District 5,Cicely Davis,False,False,Republican,70698,24.8,92.0,house
628,Minnesota,District 5,Write-ins,False,False,N/A,151,0.1,92.0,house
629,Minnesota,District 6,Tom Emmer,True,True,Republican,198144,62.1,98.0,house
630,Minnesota,District 6,Jeanne Hendricks,False,False,Democrat,120848,37.9,98.0,house
631,Minnesota,District 6,Write-ins,False,False,N/A,253,0.1,98.0,house
632,Minnesota,District 7,Michelle Fischbach,True,True,Republican,205069,67.0,98.0,house
633,Minnesota,District 7,Jill Abahsain,False,False,Democrat,84597,27.6,98.0,house
634,Minnesota,District 7,Travis Bull Johnson,False,False,Legal Marijuana Now,16461,5.4,98.0,house
635,Minnesota,District 7,Write-ins,False,False,N/A,114,0.1,98.0,house
636,Minnesota,District 8,Pete Stauber,True,True,Republican,188773,57.2,99.0,house
637,Minnesota,District 8,Jen Schultz,False,False,Democrat,141021,42.7,99.0,house
638,Minnesota,District 8,Write-ins,False,False,N/A,175,0.1,99.0,house
639,Mississippi,District 1,Trent Kelly,True,True,Republican,118627,72.6,75.0,house
640,Mississippi,District 1,Dianne Black,False,False,Democrat,44677,27.3,75.0,house
641,Mississippi,District 1,Write-ins,False,False,N/A,197,0.1,75.0,house
642,Mississippi,District 2,Bennie Thompson,True,True,Democrat,94922,57.5,76.0,house
643,Mississippi,District 2,Brian Flowers,False,False,Republican,69943,42.4,76.0,house
644,Mississippi,District 2,Write-ins,False,False,N/A,147,0.1,76.0,house
645,Mississippi,District 3,Michael Guest,True,True,Republican,122687,70.8,78.0,house
646,Mississippi,District 3,Shuwaski Young,False,False,Democrat,50285,29.0,78.0,house
647,Mississippi,District 3,Write-ins,False,False,N/A,341,0.2,78.0,house
648,Mississippi,District 4,Mike Ezell,False,True,Republican,122082,74.0,84.0,house
649,Mississippi,District 4,Johnny DuPree,False,False,Democrat,39292,23.8,84.0,house
650,Mississippi,District 4,Alden Johnson,False,False,Libertarian,3413,2.1,84.0,house
651,Mississippi,District 4,Write-ins,False,False,N/A,196,0.1,84.0,house
652,Missouri,District 1,Cori Bush,True,True,Democrat,160042,72.7,75.0,house
653,Missouri,District 1,Andrew Jones,False,False,Republican,53572,24.4,75.0,house
654,Missouri,District 1,George Zsidisin,False,False,Libertarian,6166,2.8,75.0,house
655,Missouri,District 1,Write-ins,False,False,N/A,213,0.1,75.0,house
656,Missouri,District 2,Ann Wagner,True,True,Republican,173035,54.9,88.0,house
657,Missouri,District 2,Trish Gunby,False,False,Democrat,135639,43.0,88.0,house
658,Missouri,District 2,Bill Slantz,False,False,Libertarian,6486,2.1,88.0,house
659,Missouri,District 2,Write-ins,False,False,N/A,82,0.1,88.0,house
660,Missouri,District 3,Blaine Luetkemeyer,True,True,Republican,180378,65.1,83.0,house
661,Missouri,District 3,Bethany Mann,False,False,Democrat,96465,34.8,83.0,house
662,Missouri,District 3,Write-ins,False,False,N/A,226,0.1,83.0,house
663,Missouri,District 4,Mark Alford,False,True,Republican,181023,71.3,84.0,house
664,Missouri,District 4,Jack Truman,False,False,Democrat,66671,26.3,84.0,house
665,Missouri,District 4,Randy Langkraehr,False,False,Libertarian,6090,2.4,84.0,house
666,Missouri,District 4,Write-ins,False,False,N/A,93,0.1,84.0,house
667,Missouri,District 5,Emanuel Cleaver,True,True,Democrat,139882,60.9,79.0,house
668,Missouri,District 5,Jacob Turk,False,False,Republican,83794,36.5,79.0,house
669,Missouri,District 5,Robin Dominick,False,False,Libertarian,5830,2.5,79.0,house
670,Missouri,District 5,Write-ins,False,False,N/A,0,0.0,79.0,house
671,Missouri,District 6,Sam Graves,True,True,Republican,184070,70.3,85.0,house
672,Missouri,District 6,Henry Martin,False,False,Democrat,71939,27.5,85.0,house
673,Missouri,District 6,Andy Maidment,False,False,Libertarian,5745,2.2,85.0,house
674,Missouri,District 6,Write-ins,False,False,N/A,98,0.1,85.0,house
675,Missouri,District 7,Eric Burlison,False,True,Republican,177957,70.9,84.0,house
676,Missouri,District 7,Kristen Radaker-Sheafer,False,False,Democrat,67082,26.7,84.0,house
677,Missouri,District 7,Kevin Craig,False,False,Libertarian,5839,2.3,84.0,house
678,Missouri,District 7,Write-ins,False,False,N/A,177,0.1,84.0,house
679,Missouri,District 8,Jason Smith,True,True,Republican,186259,76.0,82.0,house
680,Missouri,District 8,Randi McCallian,False,False,Democrat,53661,21.9,82.0,house
681,Missouri,District 8,Jim Higgins,False,False,Libertarian,5175,2.1,82.0,house
682,Missouri,District 8,Write-ins,False,False,N/A,106,0.1,82.0,house
683,Montana,District 1,Ryan Zinke,False,True,Republican,122569,49.6,99.0,house
684,Montana,District 1,Monica Tranel,False,False,Democrat,115132,46.6,99.0,house
685,Montana,District 1,John Lamb,False,False,Libertarian,9553,3.9,99.0,house
686,Montana,District 1,Write-ins,False,False,N/A,0,0.0,99.0,house
687,Montana,District 2,Matt Rosendale,True,True,Republican,121917,56.6,99.0,house
688,Montana,District 2,Gary Buchanan,False,False,Independent,47179,21.9,99.0,house
689,Montana,District 2,Penny Ronning,False,False,Democrat,43421,20.1,99.0,house
